release_reference_id,release_project_reference,datacenter_reference,tag_device_id,release_reference_type,latitude,longitude,time,expected_enddate,manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id
,,,,,degrees_north,degrees_east,UTC,UTC,,,,,
FRO-T18,FRO,OTN-Global,A180-1306-1006,ANIMAL,63.59798,-68.79177,2008-07-24T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059228,A180-1306,1006
FRO-T36,FRO,OTN-Global,A180-1306-1005,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059227,A180-1306,1005
FRO-T37,FRO,OTN-Global,A180-1306-1004,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059226,A180-1306,1004
FRO-T34,FRO,OTN-Global,A180-1306-1003,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059225,A180-1306,1003
FRO-T30,FRO,OTN-Global,A180-1306-1002,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059224,A180-1306,1002
FRO-T35,FRO,OTN-Global,A180-1306-1001,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059223,A180-1306,1001
FRO-T16,FRO,OTN-Global,A180-1306-1000,ANIMAL,63.59798,-68.79177,2008-07-24T03:00:00Z,2009-06-06T03:00:00Z,VEMCO,V6-4H,1059222,A180-1306,1000
FRO-T14,FRO,OTN-Global,A69-1303-14162,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2009-12-15T04:00:00Z,VEMCO,V9TP-2L,1058702,A69-1303,14162
FRO-T32,FRO,OTN-Global,A69-1303-14156,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2011-06-06T03:00:00Z,VEMCO,V13TP-1L,1058726,A69-1303,14156
FRO-T31,FRO,OTN-Global,A69-1303-14155,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2011-06-05T03:00:00Z,VEMCO,V13TP-1L,1058725,A69-1303,14155
FRO-T33,FRO,OTN-Global,A69-1303-14154,ANIMAL,63.59798,-68.79177,2008-08-10T03:00:00Z,2011-06-06T03:00:00Z,VEMCO,V13TP-1L,1058724,A69-1303,14154
FRO-T12,FRO,OTN-Global,A69-1303-14153,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2011-05-19T03:00:00Z,VEMCO,V13TP-1L,1058723,A69-1303,14153
FRO-T11,FRO,OTN-Global,A69-1303-14152,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2011-05-19T03:00:00Z,VEMCO,V13TP-1L,1058722,A69-1303,14152
FRO-T26,FRO,OTN-Global,A69-1303-14151,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058721,A69-1303,14151
FRO-T27,FRO,OTN-Global,A69-1303-14150,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058720,A69-1303,14150
FRO-T13,FRO,OTN-Global,A69-1303-14149,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2011-05-19T03:00:00Z,VEMCO,V13TP-1L,1058719,A69-1303,14149
FRO-T10,FRO,OTN-Global,A69-1303-14148,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2011-05-19T03:00:00Z,VEMCO,V13TP-1L,1058718,A69-1303,14148
FRO-T9,FRO,OTN-Global,A69-1303-14147,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2011-05-19T03:00:00Z,VEMCO,V13TP-1L,1058717,A69-1303,14147
FRO-T25,FRO,OTN-Global,A69-1303-14146,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058716,A69-1303,14146
FRO-T6,FRO,OTN-Global,A69-1303-14145,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2011-05-18T03:00:00Z,VEMCO,V13TP-1L,1058715,A69-1303,14145
FRO-T4,FRO,OTN-Global,A69-1303-14144,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2011-05-18T03:00:00Z,VEMCO,V13TP-1L,1058714,A69-1303,14144
FRO-T7,FRO,OTN-Global,A69-1303-14143,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2011-05-18T03:00:00Z,VEMCO,V13TP-1L,1058713,A69-1303,14143
FRO-T8,FRO,OTN-Global,A69-1303-14142,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2011-05-18T03:00:00Z,VEMCO,V13TP-1L,1058712,A69-1303,14142
FRO-T41,FRO,OTN-Global,A69-1303-14171,ANIMAL,63.59798,-68.79177,2008-08-11T03:00:00Z,2010-01-03T04:00:00Z,VEMCO,V9TP-2L,1058711,A69-1303,14171
FRO-T1,FRO,OTN-Global,A69-1303-14170,ANIMAL,63.59798,-68.79177,2008-07-21T03:00:00Z,2009-12-13T04:00:00Z,VEMCO,V9TP-2L,1058710,A69-1303,14170
FRO-T28,FRO,OTN-Global,A69-1303-14166,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2010-01-01T04:00:00Z,VEMCO,V9TP-2L,1058706,A69-1303,14166
FRO-T29,FRO,OTN-Global,A69-1303-14165,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2010-01-01T04:00:00Z,VEMCO,V9TP-2L,1058705,A69-1303,14165
FRO-T5,FRO,OTN-Global,A69-1303-14164,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2009-12-14T04:00:00Z,VEMCO,V9TP-2L,1058704,A69-1303,14164
FRO-T2,FRO,OTN-Global,A69-1303-14163,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2009-12-14T04:00:00Z,VEMCO,V9TP-2L,1058703,A69-1303,14163
FRO-T29,FRO,OTN-Global,A69-1105-147,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2010-01-01T04:00:00Z,VEMCO,V9TP-2L,1058705,A69-1105,147
FRO-T28,FRO,OTN-Global,A69-1105-149,ANIMAL,63.59798,-68.79177,2008-08-09T03:00:00Z,2010-01-01T04:00:00Z,VEMCO,V9TP-2L,1058706,A69-1105,149
FRO-T27,FRO,OTN-Global,A69-1105-117,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058720,A69-1105,117
FRO-T26,FRO,OTN-Global,A69-1105-119,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058721,A69-1105,119
FRO-T25,FRO,OTN-Global,A69-1105-109,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058716,A69-1105,109
FRO-T2,FRO,OTN-Global,A69-1105-143,ANIMAL,63.59798,-68.79177,2008-07-22T03:00:00Z,2009-12-14T04:00:00Z,VEMCO,V9TP-2L,1058703,A69-1105,143
FRO-T14,FRO,OTN-Global,A69-1105-141,ANIMAL,63.59798,-68.79177,2008-07-23T03:00:00Z,2009-12-15T04:00:00Z,VEMCO,V9TP-2L,1058702,A69-1105,141
MACFL-15589,MACFL,nep,A69-1303-30977,ANIMAL,38.581239,-121.507286,2009-01-16T14:01:00Z,2009-03-27T13:01:00Z,VEMCO,V7,1065327,A69-1303,30977
MACFL-15590,MACFL,nep,A69-1303-30974,ANIMAL,38.581239,-121.507286,2009-01-16T14:01:00Z,2009-03-27T13:01:00Z,VEMCO,V7,1065324,A69-1303,30974
MACFL-15591,MACFL,nep,A69-1303-30981,ANIMAL,38.581239,-121.507286,2009-01-16T14:55:00Z,2009-03-27T13:55:00Z,VEMCO,V7,1065331,A69-1303,30981
MACFL-15592,MACFL,nep,A69-1303-30980,ANIMAL,38.581239,-121.507286,2009-01-16T14:55:00Z,2009-03-27T13:55:00Z,VEMCO,V7,1065330,A69-1303,30980
MACFL-15593,MACFL,nep,A69-1303-30979,ANIMAL,38.581239,-121.507286,2009-01-16T14:55:00Z,2009-03-27T13:55:00Z,VEMCO,V7,1065329,A69-1303,30979
MACFL-15594,MACFL,nep,A69-1303-30978,ANIMAL,38.581239,-121.507286,2009-01-16T14:55:00Z,2009-03-27T13:55:00Z,VEMCO,V7,1065328,A69-1303,30978
MACFL-15595,MACFL,nep,A69-1303-30985,ANIMAL,38.581239,-121.507286,2009-01-16T15:55:00Z,2009-03-27T14:55:00Z,VEMCO,V7,1065335,A69-1303,30985
MACFL-15596,MACFL,nep,A69-1303-30984,ANIMAL,38.581239,-121.507286,2009-01-16T15:55:00Z,2009-03-27T14:55:00Z,VEMCO,V7,1065334,A69-1303,30984
MACFL-15597,MACFL,nep,A69-1303-30983,ANIMAL,38.581239,-121.507286,2009-01-16T15:55:00Z,2009-03-27T14:55:00Z,VEMCO,V7,1065333,A69-1303,30983
MACFL-15598,MACFL,nep,A69-1303-30982,ANIMAL,38.581239,-121.507286,2009-01-16T15:55:00Z,2009-03-27T14:55:00Z,VEMCO,V7,1065332,A69-1303,30982
MACFL-15599,MACFL,nep,A69-1303-30989,ANIMAL,38.581239,-121.507286,2009-01-16T17:00:00Z,2009-03-27T16:00:00Z,VEMCO,V7,1065339,A69-1303,30989
MACFL-15600,MACFL,nep,A69-1303-30988,ANIMAL,38.581239,-121.507286,2009-01-16T17:00:00Z,2009-03-27T16:00:00Z,VEMCO,V7,1065338,A69-1303,30988
MACFL-15601,MACFL,nep,A69-1303-30990,ANIMAL,38.581239,-121.507286,2009-01-16T17:00:00Z,2009-03-27T16:00:00Z,VEMCO,V7,1065340,A69-1303,30990
MACFL-15602,MACFL,nep,A69-1303-30987,ANIMAL,38.581239,-121.507286,2009-01-16T17:00:00Z,2009-03-27T16:00:00Z,VEMCO,V7,1065337,A69-1303,30987
MACFL-15603,MACFL,nep,A69-1303-30992,ANIMAL,38.581239,-121.507286,2009-01-16T18:00:00Z,2009-03-27T17:00:00Z,VEMCO,V7,1065342,A69-1303,30992
MACFL-15604,MACFL,nep,A69-1303-30993,ANIMAL,38.581239,-121.507286,2009-01-16T18:00:00Z,2009-03-27T17:00:00Z,VEMCO,V7,1065343,A69-1303,30993
MACFL-15605,MACFL,nep,A69-1303-30994,ANIMAL,38.581239,-121.507286,2009-01-16T18:00:00Z,2009-03-27T17:00:00Z,VEMCO,V7,1065344,A69-1303,30994
MACFL-15606,MACFL,nep,A69-1303-30991,ANIMAL,38.581239,-121.507286,2009-01-16T18:00:00Z,2009-03-27T17:00:00Z,VEMCO,V7,1065341,A69-1303,30991
MACFL-15607,MACFL,nep,A69-1303-30995,ANIMAL,38.581239,-121.507286,2009-01-16T19:00:00Z,2009-03-27T18:00:00Z,VEMCO,V7,1065345,A69-1303,30995
MACFL-15608,MACFL,nep,A69-1303-30997,ANIMAL,38.581239,-121.507286,2009-01-16T19:00:00Z,2009-03-27T18:00:00Z,VEMCO,V7,1065347,A69-1303,30997
MACFL-15609,MACFL,nep,A69-1303-30998,ANIMAL,38.581239,-121.507286,2009-01-16T19:00:00Z,2009-03-27T18:00:00Z,VEMCO,V7,1065348,A69-1303,30998
MACFL-15610,MACFL,nep,A69-1303-30996,ANIMAL,38.581239,-121.507286,2009-01-16T19:00:00Z,2009-03-27T18:00:00Z,VEMCO,V7,1065346,A69-1303,30996
MACFL-15611,MACFL,nep,A69-1303-30999,ANIMAL,38.581239,-121.507286,2009-01-16T20:00:00Z,2009-03-27T19:00:00Z,VEMCO,V7,1065349,A69-1303,30999
MACFL-15612,MACFL,nep,A69-1303-31002,ANIMAL,38.581239,-121.507286,2009-01-16T20:00:00Z,2009-03-27T19:00:00Z,VEMCO,V7,1065352,A69-1303,31002
MACFL-15613,MACFL,nep,A69-1303-31001,ANIMAL,38.581239,-121.507286,2009-01-16T20:00:00Z,2009-03-27T19:00:00Z,VEMCO,V7,1065351,A69-1303,31001
MACFL-15614,MACFL,nep,A69-1303-31000,ANIMAL,38.581239,-121.507286,2009-01-16T20:00:00Z,2009-03-27T19:00:00Z,VEMCO,V7,1065350,A69-1303,31000
MACFL-15615,MACFL,nep,A69-1303-31009,ANIMAL,38.581239,-121.507286,2009-01-16T21:00:00Z,2009-03-27T20:00:00Z,VEMCO,V7,1065358,A69-1303,31009
MACFL-15616,MACFL,nep,A69-1303-31007,ANIMAL,38.581239,-121.507286,2009-01-16T21:00:00Z,2009-03-27T20:00:00Z,VEMCO,V7,1065357,A69-1303,31007
MACFL-15617,MACFL,nep,A69-1303-31005,ANIMAL,38.581239,-121.507286,2009-01-16T21:00:00Z,2009-03-27T20:00:00Z,VEMCO,V7,1065355,A69-1303,31005
MACFL-15618,MACFL,nep,A69-1303-31004,ANIMAL,38.581239,-121.507286,2009-01-16T21:00:00Z,2009-03-27T20:00:00Z,VEMCO,V7,1065354,A69-1303,31004
MACFL-15619,MACFL,nep,A69-1303-31012,ANIMAL,38.581239,-121.507286,2009-01-16T22:00:00Z,2009-03-27T21:00:00Z,VEMCO,V7,1065361,A69-1303,31012
MACFL-15620,MACFL,nep,A69-1303-31011,ANIMAL,38.581239,-121.507286,2009-01-16T22:00:00Z,2009-03-27T21:00:00Z,VEMCO,V7,1065360,A69-1303,31011
MACFL-15621,MACFL,nep,A69-1303-31010,ANIMAL,38.581239,-121.507286,2009-01-16T22:00:00Z,2009-03-27T21:00:00Z,VEMCO,V7,1065359,A69-1303,31010
MACFL-15622,MACFL,nep,A69-1303-31013,ANIMAL,38.581239,-121.507286,2009-01-16T22:00:00Z,2009-03-27T21:00:00Z,VEMCO,V7,1065362,A69-1303,31013
MACFL-15623,MACFL,nep,A69-1303-31015,ANIMAL,38.581239,-121.507286,2009-01-16T23:00:00Z,2009-03-27T22:00:00Z,VEMCO,V7,1065364,A69-1303,31015
MACFL-15624,MACFL,nep,A69-1303-31016,ANIMAL,38.581239,-121.507286,2009-01-16T23:00:00Z,2009-03-27T22:00:00Z,VEMCO,V7,1065365,A69-1303,31016
MACFL-15625,MACFL,nep,A69-1303-31014,ANIMAL,38.581239,-121.507286,2009-01-16T23:00:00Z,2009-03-27T22:00:00Z,VEMCO,V7,1065363,A69-1303,31014
MACFL-15626,MACFL,nep,A69-1303-31017,ANIMAL,38.581239,-121.507286,2009-01-16T23:00:00Z,2009-03-27T22:00:00Z,VEMCO,V7,1065366,A69-1303,31017
MACFL-15627,MACFL,nep,A69-1303-31018,ANIMAL,38.581239,-121.507286,2009-01-17T00:00:00Z,2009-03-27T23:00:00Z,VEMCO,V7,1065367,A69-1303,31018
MACFL-15628,MACFL,nep,A69-1303-31021,ANIMAL,38.581239,-121.507286,2009-01-17T00:00:00Z,2009-03-27T23:00:00Z,VEMCO,V7,1065370,A69-1303,31021
MACFL-15629,MACFL,nep,A69-1303-31019,ANIMAL,38.581239,-121.507286,2009-01-17T00:00:00Z,2009-03-27T23:00:00Z,VEMCO,V7,1065368,A69-1303,31019
MACFL-15630,MACFL,nep,A69-1303-31020,ANIMAL,38.581239,-121.507286,2009-01-17T00:00:00Z,2009-03-27T23:00:00Z,VEMCO,V7,1065369,A69-1303,31020
MACFL-15631,MACFL,nep,A69-1303-31027,ANIMAL,38.581239,-121.507286,2009-01-17T01:00:00Z,2009-03-28T00:00:00Z,VEMCO,V7,1065375,A69-1303,31027
MACFL-15632,MACFL,nep,A69-1303-31026,ANIMAL,38.581239,-121.507286,2009-01-17T01:00:00Z,2009-03-28T00:00:00Z,VEMCO,V7,1065374,A69-1303,31026
CCS-42491,CCS,nep,A180-1702-42491,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242956,A180-1702,42491
CCS-42490,CCS,nep,A180-1702-42490,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242955,A180-1702,42490
CCS-42489,CCS,nep,A180-1702-42489,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242954,A180-1702,42489
CCS-42488,CCS,nep,A180-1702-42488,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242953,A180-1702,42488
CCS-42487,CCS,nep,A180-1702-42487,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242952,A180-1702,42487
CCS-42486,CCS,nep,A180-1702-42486,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242951,A180-1702,42486
CCS-42485,CCS,nep,A180-1702-42485,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242950,A180-1702,42485
CCS-42484,CCS,nep,A180-1702-42484,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242949,A180-1702,42484
CCS-42483,CCS,nep,A180-1702-42483,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242948,A180-1702,42483
CCS-42482,CCS,nep,A180-1702-42482,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242947,A180-1702,42482
CCS-42481,CCS,nep,A180-1702-42481,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242946,A180-1702,42481
CCS-42480,CCS,nep,A180-1702-42480,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242945,A180-1702,42480
CCS-42479,CCS,nep,A180-1702-42479,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242944,A180-1702,42479
CCS-42478,CCS,nep,A180-1702-42478,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242943,A180-1702,42478
CCS-42477,CCS,nep,A180-1702-42477,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242942,A180-1702,42477
CCS-42476,CCS,nep,A180-1702-42476,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242941,A180-1702,42476
CCS-42475,CCS,nep,A180-1702-42475,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242940,A180-1702,42475
CCS-42474,CCS,nep,A180-1702-42474,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242939,A180-1702,42474
CCS-42473,CCS,nep,A180-1702-42473,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242938,A180-1702,42473
CCS-42472,CCS,nep,A180-1702-42472,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242937,A180-1702,42472
CCS-42471,CCS,nep,A180-1702-42471,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242936,A180-1702,42471
CCS-42470,CCS,nep,A180-1702-42470,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242935,A180-1702,42470
CCS-42469,CCS,nep,A180-1702-42469,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242934,A180-1702,42469
CCS-42468,CCS,nep,A180-1702-42468,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242933,A180-1702,42468
CCS-42467,CCS,nep,A180-1702-42467,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242932,A180-1702,42467
CCS-42466,CCS,nep,A180-1702-42466,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242931,A180-1702,42466
CCS-42465,CCS,nep,A180-1702-42465,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242930,A180-1702,42465
CCS-42464,CCS,nep,A180-1702-42464,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242929,A180-1702,42464
CCS-42463,CCS,nep,A180-1702-42463,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242928,A180-1702,42463
CCS-42462,CCS,nep,A180-1702-42462,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242927,A180-1702,42462
CCS-42461,CCS,nep,A180-1702-42461,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242926,A180-1702,42461
CCS-42460,CCS,nep,A180-1702-42460,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242925,A180-1702,42460
CCS-42459,CCS,nep,A180-1702-42459,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242924,A180-1702,42459
CCS-42458,CCS,nep,A180-1702-42458,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242923,A180-1702,42458
CCS-42457,CCS,nep,A180-1702-42457,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242922,A180-1702,42457
CCS-42456,CCS,nep,A180-1702-42456,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242921,A180-1702,42456
CCS-42455,CCS,nep,A180-1702-42455,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242920,A180-1702,42455
CCS-42454,CCS,nep,A180-1702-42454,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242919,A180-1702,42454
CCS-42453,CCS,nep,A180-1702-42453,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242918,A180-1702,42453
CCS-42452,CCS,nep,A180-1702-42452,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242917,A180-1702,42452
CCS-42451,CCS,nep,A180-1702-42451,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242916,A180-1702,42451
CCS-42450,CCS,nep,A180-1702-42450,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242915,A180-1702,42450
CCS-42449,CCS,nep,A180-1702-42449,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242914,A180-1702,42449
CCS-42448,CCS,nep,A180-1702-42448,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242913,A180-1702,42448
CCS-42447,CCS,nep,A180-1702-42447,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242912,A180-1702,42447
CCS-42446,CCS,nep,A180-1702-42446,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242911,A180-1702,42446
CCS-42445,CCS,nep,A180-1702-42445,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242910,A180-1702,42445
CCS-42444,CCS,nep,A180-1702-42444,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242909,A180-1702,42444
CCS-42443,CCS,nep,A180-1702-42443,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242908,A180-1702,42443
CCS-42442,CCS,nep,A180-1702-42442,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-09-16T07:30:00Z,VEMCO,V5-1H,1242907,A180-1702,42442
CCS-42441,CCS,nep,A180-1702-42441,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242906,A180-1702,42441
CCS-42440,CCS,nep,A180-1702-42440,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242905,A180-1702,42440
CCS-42439,CCS,nep,A180-1702-42439,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242904,A180-1702,42439
CCS-42438,CCS,nep,A180-1702-42438,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242903,A180-1702,42438
CCS-42437,CCS,nep,A180-1702-42437,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242902,A180-1702,42437
CCS-42436,CCS,nep,A180-1702-42436,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242901,A180-1702,42436
CCS-42435,CCS,nep,A180-1702-42435,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242900,A180-1702,42435
CCS-42434,CCS,nep,A180-1702-42434,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242899,A180-1702,42434
CCS-42433,CCS,nep,A180-1702-42433,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242898,A180-1702,42433
CCS-42432,CCS,nep,A180-1702-42432,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242897,A180-1702,42432
CCS-42431,CCS,nep,A180-1702-42431,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242896,A180-1702,42431
CCS-42430,CCS,nep,A180-1702-42430,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242895,A180-1702,42430
CCS-42429,CCS,nep,A180-1702-42429,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242894,A180-1702,42429
