deployment_id,deployment_project_reference,datacenter_reference,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments
,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,
CASSB-Lower Kennebecasis North-VR2W-124868-2015,CASSB,OTN-Global,VEMCO,VR2W,124868,45.33824,-66.087222,2015-11-04T05:48:00Z,2016-09-25T17:19:00Z,CASSB,ManmadePlatform,CASSB_Lower Kennebecasis North,123.83,74.72,NOT GIVEN 
CASSB-Lower kennebecasis North-VR2W-127629-2015,CASSB,OTN-Global,VEMCO,VR2W,127629,45.33815,-66.08723,2015-08-11T18:00:00Z,2015-11-04T17:48:00Z,CASSB,ManmadePlatform,CASSB_Lower kennebecasis North,123.83,74.72,NOT GIVEN 
CASSB-Lower Kennebecasis South-VR2W-100660-2015,CASSB,OTN-Global,VEMCO,VR2W,100660,45.32858,-66.08138,2015-11-04T18:13:00Z,2016-09-25T17:43:00Z,CASSB,ManmadePlatform,CASSB_Lower Kennebecasis South,123.83,74.72,NOT GIVEN 
CASSB-Lower kennebecasis South-VR2W-124863-2015,CASSB,OTN-Global,VEMCO,VR2W,124863,45.32854,-66.08139,2015-08-11T18:45:00Z,2015-11-04T18:13:00Z,CASSB,ManmadePlatform,CASSB_Lower kennebecasis South,123.83,74.72,NOT GIVEN 
CASSB-Lower Prince William Line smolt 2016-VR2W-124869-2016,CASSB,OTN-Global,VEMCO,VR2W,124869,45.89602,-66.99713,2016-04-27T19:35:00Z,2016-10-12T17:40:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William Line smolt 2016,34,18,NOT GIVEN 
CASSB-Lower Prince William Line smolt 2016-VR2W-124958-2016,CASSB,OTN-Global,VEMCO,VR2W,124958,45.8938,-67.00107,2016-04-27T19:00:00Z,2016-10-12T18:30:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William Line smolt 2016,31,16,NOT GIVEN 
CASSB-Lower Prince William smolt 2015-VR2W-124860-2015,CASSB,OTN-Global,VEMCO,VR2W,124860,45.89523,-66.99518,2015-05-08T13:07:00Z,2016-10-12T18:08:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William smolt 2015,35,17.5,NOT GIVEN 
CASSB-Lower Prince William smolt 2015-VR2W-124957-2015,CASSB,OTN-Global,VEMCO,VR2W,124957,45.89248,-66.99841,2015-05-08T13:25:00Z,2015-10-23T16:00:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William smolt 2015,35,17.5,NOT GIVEN 
CASSB-Lower Prince William winter 2015-6-VR2W-127636-2015,CASSB,OTN-Global,VEMCO,VR2W,127636,45.89519,-66.99879,2015-10-23T17:00:00Z,,CASSB,ManmadePlatform,CASSB_Lower Prince William winter 2015-6,33,33,NOT GIVEN 
CASSB-Mactaquac arm adult 2015-VR2W-124867-2015,CASSB,OTN-Global,VEMCO,VR2W,124867,45.97924,-66.89011,2015-07-10T18:25:00Z,2015-10-09T16:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac arm adult 2015,22,11,NOT GIVEN 
CASSB-Mactaquac Arm smolt 2016-VR2W-127637-2016,CASSB,OTN-Global,VEMCO,VR2W,127637,45.97933,-66.8902,2016-05-13T22:20:00Z,2016-07-19T18:05:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Arm smolt 2016,21,10,NOT GIVEN 
CASSB-Mactaquac causeway adult 2015-VR2W-124869-2015,CASSB,OTN-Global,VEMCO,VR2W,124869,45.97308,-66.88525,2015-07-10T18:00:00Z,2015-10-09T16:20:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac causeway adult 2015,123.83,74.72,NOT GIVEN 
CASSB-Mactaquac Causeway smolt 2016-VR2W-126631-2016,CASSB,OTN-Global,VEMCO,VR2W,126631,45.97319,-66.88499,2016-04-21T18:45:00Z,2016-07-19T18:19:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Causeway smolt 2016,24,12,NOT GIVEN 
CASSB-Mactaquac Spillway smolt 2016-VR2W-100658-2016,CASSB,OTN-Global,VEMCO,VR2W,100658,45.95103,-66.8729,2016-05-13T23:00:00Z,2016-07-19T18:50:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Spillway smolt 2016,31,13,NOT GIVEN 
CASSB-Mactaquac winter 2015-6-VR2TX-480268-2015,CASSB,OTN-Global,VEMCO,VR2TX,480268,45.94449,-66.87649,2015-11-04T20:20:00Z,2016-04-21T19:25:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac winter 2015-6,36,36,NOT GIVEN 
CASSB-Maquapit Lake-VR2W-104834-2013,CASSB,OTN-Global,VEMCO,VR2W,104834,45.89778,-66.19199,2013-11-07T15:00:00Z,2015-07-30T14:36:00Z,CASSB,ManmadePlatform,CASSB_Maquapit Lake,123.83,74.72,NOT GIVEN 
CASSB-Marina winter 2014-5-VR2W-124967-2014,CASSB,OTN-Global,VEMCO,VR2W,124967,45.9508,-66.87806,2014-11-21T18:40:00Z,2015-05-05T19:50:00Z,CASSB,ManmadePlatform,CASSB_Marina winter 2014-5,123.83,74.72,NOT GIVEN 
CASSB-Mckinley Ferry 2-VR2W-127628-2015,CASSB,OTN-Global,VEMCO,VR2W,127628,45.96107,-66.82639,2015-10-22T20:35:00Z,,CASSB,ManmadePlatform,CASSB_Mckinley Ferry 2,123.83,74.72,Unretrieved
CASSB-Mckinley Ferry-VR2W-100679-2016,CASSB,OTN-Global,VEMCO,VR2W,100679,45.95954,-66.8268,2016-09-21T17:55:00Z,,CASSB,ManmadePlatform,CASSB_Mckinley Ferry,123.83,74.72,NOT GIVEN 
CASSB-Mckinley Ferry-VR2W-104838-2015,CASSB,OTN-Global,VEMCO,VR2W,104838,45.95984,-66.82712,2015-09-09T21:00:00Z,2015-10-08T18:00:00Z,CASSB,ManmadePlatform,CASSB_Mckinley Ferry,123.83,74.72,NOT GIVEN 
CASSB-Mckinley Ferry-VR2W-104838-2015-2,CASSB,OTN-Global,VEMCO,VR2W,104838,45.95975,-66.82733,2015-10-08T18:15:00Z,2016-09-20T14:35:00Z,CASSB,ManmadePlatform,CASSB_Mckinley Ferry,123.83,74.72,NOT GIVEN 
CASSB-Meductic smolt 2015-VR2W-124958-2015,CASSB,OTN-Global,VEMCO,VR2W,124958,46.01862,-67.52502,2015-05-05T17:20:00Z,2015-10-21T18:00:00Z,CASSB,ManmadePlatform,CASSB_Meductic smolt 2015,123.83,74.72,NOT GIVEN 
CASSB-Meductic winter 2015-6-VR2W-128205-2015,CASSB,OTN-Global,VEMCO,VR2W,128205,46.01725,-67.52322,2015-10-21T21:15:00Z,2016-11-07T04:00:00Z,CASSB,ManmadePlatform,CASSB_Meductic winter 2015-6,17,17,NOT GIVEN 
CASSB-MGS adult 2015-VR2W-124894-2015,CASSB,OTN-Global,VEMCO,VR2W,124894,45.95532,-66.87342,2015-07-23T19:20:00Z,2015-10-09T17:15:00Z,CASSB,ManmadePlatform,CASSB_MGS adult 2015,22,11,NOT GIVEN 
CASSB-MGS smolt 2015-VR2W-124895-2015,CASSB,OTN-Global,VEMCO,VR2W,124895,45.95586,-66.87277,2015-05-08T14:20:00Z,2015-07-29T15:00:00Z,CASSB,ManmadePlatform,CASSB_MGS smolt 2015,123.83,3,NOT GIVEN 
CASSB-MGS smolt 2016-VR2TX-480268-2016,CASSB,OTN-Global,VEMCO,VR2TX,480268,45.95502,-66.87321,2016-05-13T20:44:00Z,,CASSB,ManmadePlatform,CASSB_MGS smolt 2016,18,8,NOT GIVEN 
CASSB-MGS winter 2014-5-VR2W-124894-2014,CASSB,OTN-Global,VEMCO,VR2W,124894,45.95618,-66.87466,2014-11-21T18:23:00Z,2015-05-05T19:30:00Z,CASSB,ManmadePlatform,CASSB_MGS winter 2014-5,123.83,74.72,NOT GIVEN 
CASSB-MGS winter 2015-6-VR2W-124967-2015,CASSB,OTN-Global,VEMCO,VR2W,124967,45.95494,-66.87347,2015-11-04T23:10:00Z,2016-05-13T03:00:00Z,CASSB,ManmadePlatform,CASSB_MGS winter 2015-6,123.83,74.72,NOT GIVEN 
CASSB-Nackawic Line smolt 2016-VR2W-124895-2016,CASSB,OTN-Global,VEMCO,VR2W,124895,45.99282,-67.21803,2016-04-20T17:50:00Z,2016-10-03T22:00:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line smolt 2016,22,11,NOT GIVEN 
CASSB-Nackawic winter 2014-5-VR2W-124867-2014,CASSB,OTN-Global,VEMCO,VR2W,124867,45.98875,-67.22126,2014-10-30T21:20:00Z,2015-05-05T16:00:00Z,CASSB,ManmadePlatform,CASSB_Nackawic winter 2014-5,123.83,74.72,NOT GIVEN 
CASSB-Nerepis-VR2W-104829-2015,CASSB,OTN-Global,VEMCO,VR2W,104829,45.37704,-66.23807,2015-05-15T19:18:00Z,2015-09-26T15:11:00Z,CASSB,ManmadePlatform,CASSB_Nerepis,123.83,74.72,NOT GIVEN 
CASSB-North channel-VR2W-127627-2015,CASSB,OTN-Global,VEMCO,VR2W,127627,45.97564,-66.72214,2015-07-12T12:00:00Z,2015-10-08T18:00:00Z,CASSB,ManmadePlatform,CASSB_North channel,123.83,74.72,NOT GIVEN 
CASSB-North channel-VR2W-127627-2015-2,CASSB,OTN-Global,VEMCO,VR2W,127627,45.97553,-66.72223,2015-10-08T18:27:00Z,,CASSB,ManmadePlatform,CASSB_North channel,123.83,74.72,Unretrieved
CASSB-Norton-VR2W-104829-2016,CASSB,OTN-Global,VEMCO,VR2W,104829,45.63754,-65.69739,2016-05-16T20:30:00Z,2016-07-31T15:13:00Z,CASSB,ManmadePlatform,CASSB_Norton,123.83,74.72,NOT GIVEN 
CASSB-Oromocto Bridge-VR2W-104832-2015,CASSB,OTN-Global,VEMCO,VR2W,104832,45.86887,-66.44319,2015-11-02T15:32:00Z,,CASSB,ManmadePlatform,CASSB_Oromocto Bridge,123.83,74.72,Unretrieved
CASSB-Oromocto Bridge-VR2W-124964-2016,CASSB,OTN-Global,VEMCO,VR2W,124964,45.8611,-66.45961,2016-11-21T16:22:00Z,,CASSB,ManmadePlatform,CASSB_Oromocto Bridge,123.83,74.72,NOT GIVEN 
CASSB-Oromocto bridge-VR2W-127639-2015,CASSB,OTN-Global,VEMCO,VR2W,127639,45.86882,-66.44305,2015-07-23T13:53:00Z,2015-11-02T15:32:00Z,CASSB,ManmadePlatform,CASSB_Oromocto bridge,123.83,74.72,NOT GIVEN 
CASSB-Oromocto River-VR2W-100660-2015,CASSB,OTN-Global,VEMCO,VR2W,100660,45.85253,-66.49404,2015-05-28T15:00:00Z,2015-10-02T13:50:00Z,CASSB,ManmadePlatform,CASSB_Oromocto River,123.83,74.72,NOT GIVEN 
CASSB-Oromocto River-VR2W-109549-2015,CASSB,OTN-Global,VEMCO,VR2W,109549,45.85258,-66.49403,2015-11-02T14:50:00Z,2016-10-09T17:12:00Z,CASSB,ManmadePlatform,CASSB_Oromocto River,123.83,74.72,NOT GIVEN 
CASSB-Oromocto-VR2W-100770-2013,CASSB,OTN-Global,VEMCO,VR2W,100770,45.85693,-66.47097,2013-11-13T04:00:00Z,2015-09-22T14:43:00Z,CASSB,ManmadePlatform,CASSB_Oromocto,123.83,74.72,NO DATA unit malfunction
CASSB-Out From Small Brown House-VR2W-100773-2015,CASSB,OTN-Global,VEMCO,VR2W,100773,45.586,-65.93673,2015-10-13T20:35:00Z,2016-05-03T14:23:00Z,CASSB,ManmadePlatform,CASSB_Out From Small Brown House,123.83,74.72,NOT GIVEN 
CASSB-Perry Point-VR2W-127634-2016,CASSB,OTN-Global,VEMCO,VR2W,127634,45.47816,-65.94653,2016-11-09T19:26:00Z,,CASSB,ManmadePlatform,CASSB_Perry Point,123.83,74.72,NOT GIVEN 
CASSB-Pokiok smolt 2015-VR2W-124865-2015,CASSB,OTN-Global,VEMCO,VR2W,124865,45.95925,-67.25334,2015-05-07T16:30:00Z,2015-10-15T22:25:00Z,CASSB,ManmadePlatform,CASSB_Pokiok smolt 2015,30,15,NOT GIVEN 
CASSB-Salmon river-VR2W-124966-2016,CASSB,OTN-Global,VEMCO,VR2W,124966,46.18017,-65.87948,2016-05-16T16:30:00Z,2016-06-14T04:00:00Z,CASSB,ManmadePlatform,CASSB_Salmon river,123.83,74.72,NOT GIVEN 
CASSB-Scoodawabscook Line smolt 2015-VR2W-100658-2015,CASSB,OTN-Global,VEMCO,VR2W,100658,45.87537,-66.94173,2015-05-07T17:55:00Z,2015-10-15T17:40:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2015,35,17.5,NOT GIVEN 
CASSB-Scoodawabscook Line smolt 2015-VR2W-124862-2015,CASSB,OTN-Global,VEMCO,VR2W,124862,45.87789,-66.94083,2015-05-07T18:10:00Z,2015-10-15T17:10:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2015,37,74.72,NOT GIVEN 
CASSB-Scoodawabscook Line smolt 2016-VR2W-124967-2016,CASSB,OTN-Global,VEMCO,VR2W,124967,45.87709,-66.94168,2016-07-26T17:15:00Z,2016-10-12T18:50:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2016,34,74.72,NOT GIVEN 
CASSB-Scoodawabscook Line smolt 2016-VR2W-127626-2016,CASSB,OTN-Global,VEMCO,VR2W,127626,45.87879,-66.93998,2016-04-27T21:15:00Z,2016-07-26T15:55:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2016,36,18,NOT GIVEN 
CASSB-Scoodawabscook Line smolt 2016-VR2W-127630-2016,CASSB,OTN-Global,VEMCO,VR2W,127630,45.87561,-66.94263,2016-04-27T21:47:00Z,2016-07-26T16:10:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2016,35,18,NOT GIVEN 
CASSB-Scoodawabscook winter 2015-6-VR2W-128201-2015,CASSB,OTN-Global,VEMCO,VR2W,128201,45.87771,-66.94446,2015-10-23T17:28:00Z,2016-04-27T20:30:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook winter 2015-6,33,33,NOT GIVEN 
CASSB-Small brown house-VR2W-127621-2015,CASSB,OTN-Global,VEMCO,VR2W,127621,45.58599,-65.93639,2015-08-19T16:30:00Z,2015-10-13T20:30:00Z,CASSB,ManmadePlatform,CASSB_Small brown house,123.83,74.72,NOT GIVEN 
CASSB-Sugar island Cattle Ferry-VR2W-100768-2016,CASSB,OTN-Global,VEMCO,VR2W,100768,45.98833,-66.79295,2016-05-05T14:41:00Z,2016-06-20T14:35:00Z,CASSB,ManmadePlatform,CASSB_Sugar island Cattle Ferry,123.83,74.72,NOT GIVEN 
CASSB-Swan Creek Mouth 1-VR2W-100679-2015,CASSB,OTN-Global,VEMCO,VR2W,100679,45.86271,-66.25262,2015-10-19T20:35:00Z,2016-09-20T14:30:00Z,CASSB,ManmadePlatform,CASSB_Swan Creek Mouth 1,123.83,74.72,NOT GIVEN 
CASSB-Swan Creek Mouth 2-VR2W-102968-2015,CASSB,OTN-Global,VEMCO,VR2W,102968,45.86121,-66.25397,2015-10-19T20:52:00Z,2016-09-20T15:00:00Z,CASSB,ManmadePlatform,CASSB_Swan Creek Mouth 2,123.83,74.72,NOT GIVEN 
CASSB-Tip of Darlings Island-VR2W-104831-2015,CASSB,OTN-Global,VEMCO,VR2W,104831,45.52055,-65.86373,2015-09-02T18:17:00Z,,CASSB,ManmadePlatform,CASSB_Tip of Darlings Island,123.83,74.72,Unretrieved
CASSB-Tip of Darlings Island-VR2W-104838-2014,CASSB,OTN-Global,VEMCO,VR2W,104838,45.52048,-65.86378,2014-10-16T17:00:00Z,2015-09-02T18:15:00Z,CASSB,ManmadePlatform,CASSB_Tip of Darlings Island,123.83,74.72,NOT GIVEN 
CASSB-Tip of Darlings Island-VR2W-124863-2015,CASSB,OTN-Global,VEMCO,VR2W,124863,45.5199,-65.86627,2015-11-12T18:20:00Z,2016-11-05T15:20:00Z,CASSB,ManmadePlatform,CASSB_Tip of Darlings Island,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Deep entrance hole-VR2W-127618-2015,CASSB,OTN-Global,VEMCO,VR2W,127618,45.69746,-66.06898,2015-07-23T17:00:00Z,2015-11-02T20:58:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Deep entrance hole,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Entry Channel-VR2W-109550-2016,CASSB,OTN-Global,VEMCO,VR2W,109550,45.71648,-66.07417,2016-10-14T13:30:00Z,,CASSB,ManmadePlatform,CASSB_Washademoak Entry Channel,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Grey Cabin-VR2W-127629-2015,CASSB,OTN-Global,VEMCO,VR2W,127629,45.72506,-66.0087,2015-11-12T15:42:00Z,2016-11-07T16:48:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Grey Cabin,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Red House-VR2W-127634-2015,CASSB,OTN-Global,VEMCO,VR2W,127634,45.74882,-66.00285,2015-11-12T15:31:00Z,2016-11-07T16:27:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Red House,123.83,74.72,NOT GIVEN 
CASSB-Woodstock smolt 2016-VR2W-128201-2016,CASSB,OTN-Global,VEMCO,VR2W,128201,46.16087,-67.56895,2016-04-28T17:10:00Z,2016-10-18T00:30:00Z,CASSB,ManmadePlatform,CASSB_Woodstock smolt 2016,123.83,74.72,NOT GIVEN 
CASSB-Woodstock winter 2014-5-VR2W-124897-2014,CASSB,OTN-Global,VEMCO,VR2W,124897,46.16101,-67.56912,2014-10-30T19:55:00Z,,CASSB,ManmadePlatform,CASSB_Woodstock winter 2014-5,123.83,74.72,NOT GIVEN 
CASSB-Mouth of Belleisle Bay-VR2W-124962-1,CASSB,OTN-Global,VEMCO,VR2W,124962,45.54876,-66.00617,2014-11-06T12:45:00Z,2015-09-28T20:30:00Z,CASSB,ManmadePlatform,CASSB_Mouth of Belleisle Bay,123.83,74.72,NOT GIVEN 
CASSB-Upper Long Reach-VR2W-124966-1,CASSB,OTN-Global,VEMCO,VR2W,124966,45.52737,-66.05531,2014-11-06T12:25:00Z,2015-09-28T19:30:00Z,CASSB,ManmadePlatform,CASSB_Upper Long Reach,123.83,74.72,NOT GIVEN 
CASSB-Above Reversing Falls-VR2W-100672-2,CASSB,OTN-Global,VEMCO,VR2W,100672,45.28395,-66.12513,2014-11-26T22:00:00Z,2015-08-11T17:30:00Z,CASSB,ManmadePlatform,CASSB_Above Reversing Falls,123.83,74.72,NOT GIVEN 
CASSB-Brown's Flat-VR2W-102964-2,CASSB,OTN-Global,VEMCO,VR2W,102964,45.46529,-66.11095,2014-11-04T04:15:00Z,2015-09-26T19:30:00Z,CASSB,ManmadePlatform,CASSB_Brown's Flat,123.83,74.72,NOT GIVEN 
CASSB-Grand Lake Lower-VR2W-102968-2,CASSB,OTN-Global,VEMCO,VR2W,102968,45.84427,-66.13869,2014-11-05T18:01:00Z,2015-10-14T04:12:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake Lower,123.83,74.72,NOT GIVEN 
CASSB-Grand Lake Upper-VR2W-124866-2,CASSB,OTN-Global,VEMCO,VR2W,124866,46.08633,-65.94706,2014-11-06T19:30:00Z,2015-09-25T15:04:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake Upper,123.83,74.72,NOT GIVEN 
CASSB-Mckinley Ferry-VR2W-102962-3,CASSB,OTN-Global,VEMCO,VR2W,102962,45.95973,-66.82693,2014-11-21T04:30:00Z,2015-09-09T20:41:00Z,CASSB,ManmadePlatform,CASSB_Mckinley Ferry,123.83,74.72,NOT GIVEN 
CASSB-SJR Otnabog-VR2W-104830-1,CASSB,OTN-Global,VEMCO,VR2W,104830,45.69992,-66.09528,2014-11-04T17:45:00Z,2015-10-14T05:57:00Z,CASSB,ManmadePlatform,CASSB_SJR Otnabog,123.83,74.72,NOT GIVEN 
CASSB-Upper Kennebecasis-VR2W-100768-1,CASSB,OTN-Global,VEMCO,VR2W,100768,45.47638,-65.93999,2014-10-16T15:00:00Z,2015-05-01T16:30:00Z,CASSB,ManmadePlatform,CASSB_Upper Kennebecasis,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Lower-VR2W-124868-2,CASSB,OTN-Global,VEMCO,VR2W,124868,45.77558,-65.99628,2014-11-06T17:35:00Z,2015-11-03T21:10:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Lower,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Upper-VR2W-101588-2,CASSB,OTN-Global,VEMCO,VR2W,101588,45.86241,-65.92632,2014-11-06T04:15:00Z,2015-10-14T08:03:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Upper,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Lower-VR2W-104836-1,CASSB,OTN-Global,VEMCO,VR2W,104836,45.82186,-65.94899,2011-09-30T16:35:00Z,2014-11-06T17:15:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Lower,123.83,74.72,NOT GIVEN 
CASSB-Middle of Washademoak-VR2W-100659-2015,CASSB,OTN-Global,VEMCO,VR2W,100659,45.77563,-65.99622,2015-11-03T21:10:00Z,2016-11-07T16:08:00Z,CASSB,ManmadePlatform,CASSB_Middle of Washademoak,123.83,74.72,NOT GIVEN 
CASSB-Above Big Cove-VR2W-100784-2017-06-13T12,CASSB,OTN-Global,VEMCO,VR2W,100784,45.78927,-65.9665,2017-06-13T15:49:00Z,,CASSB,ManmadePlatform,CASSB_Above Big Cove,123.83,74.72,NOT GIVEN 
CASSB-Across from Erbs Point-VR2W-100672-2017-08-16T14,CASSB,OTN-Global,VEMCO,VR2W,100672,45.60123,-65.9293,2017-08-16T17:53:00Z,,CASSB,ManmadePlatform,CASSB_Across from Erbs Point,123.83,74.72,NOT GIVEN 
CASSB-Belleisle Flat-VR2W-127624-2017-05-31T12,CASSB,OTN-Global,VEMCO,VR2W,127624,45.54428,-66.01974,2017-05-31T15:00:00Z,2017-09-22T17:08:00Z,CASSB,ManmadePlatform,CASSB_Belleisle Flat,123.83,74.72,NOT GIVEN 
CASSB-Big Cove 2-VR2W-127638-2017-08-10T10,CASSB,OTN-Global,VEMCO,VR2W,127638,45.771,-65.96851,2017-08-10T13:56:00Z,,CASSB,ManmadePlatform,CASSB_Big Cove 2,123.83,74.72,NOT GIVEN 
CASSB-Big Cove-VR2W-100658-2017-08-10T10,CASSB,OTN-Global,VEMCO,VR2W,100658,45.77347,-65.976,2017-08-10T13:40:00Z,2017-09-27T17:30:00Z,CASSB,ManmadePlatform,CASSB_Big Cove,123.83,74.72,NOT GIVEN 
CASSB-Big Cove-VR2W-100770-2017-06-13T13,CASSB,OTN-Global,VEMCO,VR2W,100770,45.7659,-65.96297,2017-06-13T16:24:00Z,,CASSB,ManmadePlatform,CASSB_Big Cove,123.83,74.72,NOT GIVEN 
CASSB-Bottom of Belleisle-VR2W-124968-2017-08-16T13,CASSB,OTN-Global,VEMCO,VR2W,124968,45.55477,-65.99858,2017-08-16T16:40:00Z,,CASSB,ManmadePlatform,CASSB_Bottom of Belleisle,123.83,74.72,NOT GIVEN 
CASSB-Bottom of Washademoak-VR2W-100667-2017-06-14T11,CASSB,OTN-Global,VEMCO,VR2W,100667,45.95566,-66.8634,2017-06-14T14:09:00Z,,CASSB,ManmadePlatform,CASSB_Bottom of Washademoak,123.83,74.72,NOT GIVEN 
CASSB-Brown A frame cabin-VR2W-127633-2017-06-14T11,CASSB,OTN-Global,VEMCO,VR2W,127633,45.73136,-66.03658,2017-06-14T14:47:00Z,,CASSB,ManmadePlatform,CASSB_Brown A frame cabin,123.83,74.72,NOT GIVEN 
CASSB-Brown House-VR2W-127637-2017-08-16T14,CASSB,OTN-Global,VEMCO,VR2W,127637,45.58571,-65.9372,2017-08-16T17:32:00Z,,CASSB,ManmadePlatform,CASSB_Brown House,123.83,74.72,NOT GIVEN 
CASSB-Brown's Flat-VR2W-124860-2017-07-24T15,CASSB,OTN-Global,VEMCO,VR2W,124860,45.46663,-66.11319,2017-07-24T18:50:00Z,,CASSB,ManmadePlatform,CASSB_Brown's Flat,123.83,74.72,NOT GIVEN 
CASSB-Burpee Bar-VR2W-124861-2017-06-15T12,CASSB,OTN-Global,VEMCO,VR2W,124861,45.97141,-66.79065,2017-06-15T15:19:00Z,,CASSB,ManmadePlatform,CASSB_Burpee Bar,123.83,74.72,NOT GIVEN 
CASSB-Carter's point-VR2W-102964-2017-07-24T16,CASSB,OTN-Global,VEMCO,VR2W,102964,45.39307,-66.19914,2017-07-24T19:47:00Z,2017-09-27T14:45:00Z,CASSB,ManmadePlatform,CASSB_Carter's point,123.83,74.72,NOT GIVEN 
CASSB-Corey Cabin-VR2W-124957-2017-08-16T14,CASSB,OTN-Global,VEMCO,VR2W,124957,45.56273,-65.97063,2017-08-16T17:00:00Z,,CASSB,ManmadePlatform,CASSB_Corey Cabin,123.83,74.72,NOT GIVEN 
CASSB-Darling's Deep hole-VR2W-109549-2017-08-08T16,CASSB,OTN-Global,VEMCO,VR2W,109549,45.49893,-65.87813,2017-08-08T19:10:00Z,,CASSB,ManmadePlatform,CASSB_Darling's Deep hole,123.83,74.72,NOT GIVEN 
CASSB-Darling's lake Mid-VR2W-127632-2017-06-07T13,CASSB,OTN-Global,VEMCO,VR2W,127632,45.50134,-65.86848,2017-06-07T16:29:00Z,,CASSB,ManmadePlatform,CASSB_Darling's lake Mid,123.83,74.72,NOT GIVEN 
CASSB-Darling's small hole-VR2W-100771-2017-08-08T16,CASSB,OTN-Global,VEMCO,VR2W,100771,45.49744,-65.88335,2017-08-08T19:17:00Z,,CASSB,ManmadePlatform,CASSB_Darling's small hole,123.83,74.72,NOT GIVEN 
CASSB-Entry channel of Belleisle Bay-VR2W-124864-2017-05-31T11,CASSB,OTN-Global,VEMCO,VR2W,124864,45.56175,-66.01411,2017-05-31T14:30:00Z,2017-09-22T17:33:00Z,CASSB,ManmadePlatform,CASSB_Entry channel of Belleisle Bay,123.83,74.72,NOT GIVEN 
CASSB-Entry Hole-VR2W-127641-2017-06-14T10,CASSB,OTN-Global,VEMCO,VR2W,127641,45.69683,-66.06911,2017-06-14T13:25:00Z,,CASSB,ManmadePlatform,CASSB_Entry Hole,123.83,74.72,NOT GIVEN 
CASSB-Evandale 2-VR2W-100676-2017-04-25T15,CASSB,OTN-Global,VEMCO,VR2W,100676,45.5875,-66.02402,2017-04-25T18:10:00Z,2017-08-16T16:20:00Z,CASSB,ManmadePlatform,CASSB_Evandale 2,123.83,74.72,NOT GIVEN 
CASSB-Evandale Ferry-VR2W-124967-2017-07-24T17,CASSB,OTN-Global,VEMCO,VR2W,124967,45.58781,-66.02016,2017-07-24T20:58:00Z,,CASSB,ManmadePlatform,CASSB_Evandale Ferry,123.83,74.72,NOT GIVEN 
CASSB-Gagetown lower-VR2W-128203-2017-07-19T17,CASSB,OTN-Global,VEMCO,VR2W,128203,45.80311,-66.11875,2017-07-19T20:21:00Z,,CASSB,ManmadePlatform,CASSB_Gagetown lower,123.83,74.72,NOT GIVEN 
CASSB-Gagetown upper-VR2W-124869-2017-07-19T17,CASSB,OTN-Global,VEMCO,VR2W,124869,45.8109,-66.1253,2017-07-19T20:47:00Z,,CASSB,ManmadePlatform,CASSB_Gagetown upper,123.83,74.72,NOT GIVEN 
JDF021-VR2-4166-269,JDF,nep,VEMCO,VR2,4166,48.25927,-124.07282,2004-05-12T03:37:00Z,2004-07-09T04:00:00Z,JDF,ManmadePlatform,JDF_JDF021,176,176,NOT GIVEN 
