deployment_id,deployment_project_reference,datacenter_reference,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments
,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,
JDF027-VR2-4141-748,JDF,nep,VEMCO,VR2,4141,48.23991,-124.07821,2006-04-14T09:47:00Z,2006-10-25T18:30:00Z,JDF,ManmadePlatform,JDF_JDF027,146.3,146.3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124082-2014-04-29T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124082,25.76929,-79.23306,2014-04-29T22:02:00Z,2014-08-06T19:37:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124082-2017-11-06T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124082,25.76929,-79.23306,2017-11-06T23:15:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124084-2014-08-06T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124084,25.76929,-79.23306,2014-08-06T19:37:00Z,2015-03-09T20:26:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124095-2014-01-15T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124095,25.76929,-79.23306,2014-01-15T21:05:00Z,2014-04-29T22:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-125906-2017-05-27T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,125906,25.76929,-79.23306,2017-05-27T18:58:00Z,2017-11-06T23:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-126406-2016-11-04T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,126406,25.76929,-79.23306,2016-11-04T20:15:00Z,2017-05-27T18:58:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north pier-VR2W-106806-2016-06-22T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,106806,25.78801,-79.28249,2016-06-22T19:06:00Z,2016-11-09T19:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-113072-2015-07-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,113072,25.78801,-79.28249,2015-07-15T19:59:00Z,2016-01-10T20:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-124049-2015-02-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.78801,-79.28249,2015-02-05T01:52:00Z,2015-07-15T19:58:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-124081-2016-01-10T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124081,25.78801,-79.28249,2016-01-10T20:16:00Z,2016-06-22T19:06:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-125907-2016-11-09T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,125907,25.78801,-79.28249,2016-11-09T19:15:00Z,2017-05-05T00:09:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-126406-2017-11-08T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,126406,25.78801,-79.28249,2017-11-08T22:07:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north pier-VR2W-129291-2017-05-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,129291,25.78801,-79.28249,2017-05-05T00:09:00Z,2017-11-08T22:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north pier,7,7,NOT GIVEN 
v2lbbfsf-north rock-VR2W-104668-2017-05-27T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,104668,25.80005,-79.25846,2017-05-27T20:16:00Z,2017-11-08T20:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-113071-2014-01-13T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,113071,25.80005,-79.25846,2014-01-13T21:56:00Z,2014-05-20T18:31:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-124081-2015-02-04T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,124081,25.80005,-79.25846,2015-02-05T00:16:00Z,2015-07-13T00:38:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-124084-2016-11-04T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124084,25.80005,-79.25846,2016-11-04T19:20:00Z,2017-05-27T20:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-124085-2014-05-20T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,124085,25.80005,-79.25846,2014-05-20T18:34:00Z,2015-02-04T09:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-125904-2017-11-08T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,125904,25.80005,-79.25846,2017-11-08T20:15:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-125907-2016-01-20T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,125907,25.80005,-79.25846,2016-01-20T19:30:00Z,2016-06-19T20:30:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-125907-2016-06-19T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,125907,25.80005,-79.25846,2016-06-19T20:46:00Z,2016-11-04T19:20:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north rock-VR2W-126406-2015-07-19T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,126406,25.80005,-79.25846,2015-07-20T00:49:00Z,2016-01-20T19:30:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north rock,4,4,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-104673-2015-03-22T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,104673,25.76629,-79.2625,2015-03-22T21:37:00Z,2015-07-08T20:40:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-104673-2015-07-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,104673,25.76629,-79.2625,2015-07-09T19:38:00Z,2016-01-09T20:47:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-104673-2017-05-06T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,104673,25.76629,-79.2625,2017-05-07T01:36:00Z,2017-11-03T17:42:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-112608-2016-10-15T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.76629,-79.2625,2016-10-15T21:45:00Z,2017-05-05T01:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-124082-2016-01-10T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124082,25.76629,-79.2625,2016-01-10T20:55:00Z,2016-06-23T20:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-124082-2016-06-23T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124082,25.76629,-79.2625,2016-06-23T20:45:00Z,2016-10-02T20:45:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
JDF031-VR2-4171-752,JDF,nep,VEMCO,VR2,4171,48.22032,-124.10104,2006-04-18T20:18:00Z,2006-10-25T04:30:00Z,JDF,ManmadePlatform,JDF_JDF031,54.9,54.9,NOT GIVEN 
v2lbbfsf-north sound 1-VR2W-127565-2017-11-03T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,127565,25.76629,-79.2625,2017-11-03T17:46:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 1,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-102309-2016-10-15T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,102309,25.75243,-79.26749,2016-10-15T21:30:00Z,2017-05-05T01:46:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-107072-2017-05-06T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,107072,25.75243,-79.26749,2017-05-07T01:30:00Z,2017-11-03T17:56:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-108266-2015-03-22T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,108266,25.75243,-79.26749,2015-03-23T01:24:00Z,2015-07-08T20:50:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-108266-2015-07-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,108266,25.75243,-79.26749,2015-07-09T19:21:00Z,2016-01-09T21:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-124085-2016-01-10T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124085,25.75243,-79.26749,2016-01-10T21:18:00Z,2016-06-23T20:14:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-124085-2016-06-23T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124085,25.75243,-79.26749,2016-06-23T20:23:00Z,2016-10-02T19:53:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-north sound 2-VR2W-126405-2017-11-03T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,126405,25.75243,-79.26749,2017-11-03T17:56:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north sound 2,1,1,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-108266-2016-11-11T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,108266,25.67416,-79.30888,2016-11-11T20:03:00Z,2017-05-09T19:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-108266-2017-11-21T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,108266,25.67416,-79.30888,2017-11-22T00:53:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-124080-2014-01-13T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124080,25.67416,-79.30888,2014-01-13T23:48:00Z,2014-05-11T23:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-124080-2015-02-22T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124080,25.67416,-79.30888,2015-02-22T21:42:00Z,2015-07-14T20:34:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-124083-2015-07-23T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124083,25.67416,-79.30888,2015-07-23T22:50:00Z,2016-01-09T18:34:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-124095-2014-05-11T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,124095,25.67416,-79.30888,2014-05-12T00:42:00Z,2014-09-06T17:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-124097-2014-09-06T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,124097,25.67416,-79.30888,2014-09-06T17:15:00Z,2015-02-22T21:42:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-126408-2016-01-09T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,126408,25.67416,-79.30888,2016-01-09T18:34:00Z,2016-06-24T22:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-126410-2016-06-24T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,126410,25.67416,-79.30888,2016-06-24T22:16:00Z,2016-11-11T20:03:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-northwest turtle rock-VR2W-129748-2017-05-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,129748,25.67416,-79.30888,2017-05-09T19:15:00Z,2017-11-22T00:53:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_northwest turtle rock,14.4,14.4,NOT GIVEN 
v2lbbfsf-Nurse Wing-VR2W-125015-2016-10-02T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,125015,25.64669,-79.23573,2016-10-02T18:55:00Z,2017-05-22T18:44:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Nurse Wing,2,2,NOT GIVEN 
v2lbbfsf-Nurse Wing-VR2W-126401-2016-05-08T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,126401,25.64669,-79.23573,2016-05-08T23:37:00Z,2016-06-03T18:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Nurse Wing,2,2,NOT GIVEN 
v2lbbfsf-Nurse Wing-VR2W-126401-2016-06-03T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,126401,25.64669,-79.23573,2016-06-03T18:05:00Z,2016-10-02T18:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Nurse Wing,2,2,NOT GIVEN 
v2lbbfsf-Nurse Wing-VR2W-129290-2017-05-22T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,129290,25.64669,-79.23573,2017-05-22T18:44:00Z,2017-11-04T22:25:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Nurse Wing,2,2,NOT GIVEN 
v2lbbfsf-pier-VR2W-104673-2016-11-09T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,104673,25.76453,-79.29315,2016-11-09T19:35:00Z,2017-05-05T00:28:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
v2lbbfsf-pier-VR2W-109655-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,109655,25.76453,-79.29315,2016-01-10T19:55:00Z,2016-06-22T19:51:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
v2lbbfsf-pier-VR2W-124080-2015-07-15T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124080,25.76453,-79.29315,2015-07-15T20:42:00Z,2016-01-10T19:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
v2lbbfsf-pier-VR2W-124081-2016-06-22T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124081,25.76453,-79.29315,2016-06-22T19:51:00Z,2016-11-09T19:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
v2lbbfsf-pier-VR2W-124084-2015-03-25T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124084,25.76453,-79.29315,2015-03-25T20:15:00Z,2015-07-15T20:42:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
JDF012-VR3-UWM-140-2238,JDF,nep,VEMCO,VR3-UWM,140,48.31716667,-123.993,2011-08-26T23:47:00Z,,JDF,ManmadePlatform,JDF_JDF012,175.6,150.6,NOT GIVEN 
v2lbbfsf-pier-VR2W-127567-2017-05-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,127567,25.76453,-79.29315,2017-05-05T00:28:00Z,2017-11-08T22:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pier,6,6,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-102309-2017-11-03T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,102309,25.7265,-79.27508,2017-11-03T18:23:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-106809-2015-02-20T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,106809,25.7265,-79.27508,2015-02-20T21:18:00Z,2015-07-07T00:43:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-106809-2015-07-07T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,106809,25.7265,-79.27508,2015-07-07T23:05:00Z,2016-01-09T19:23:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-107398-2016-01-10T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,107398,25.7265,-79.27508,2016-01-10T20:05:00Z,2016-06-23T19:42:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-107398-2016-06-23T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,107398,25.7265,-79.27508,2016-06-23T22:58:00Z,2016-10-02T19:30:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-112608-2017-05-06T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.7265,-79.27508,2017-05-07T01:14:00Z,2017-11-03T18:23:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-113072-2014-08-02T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,113072,25.7265,-79.27508,2014-08-02T21:51:00Z,2015-02-20T21:17:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-115406-2014-04-15T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,115406,25.7265,-79.27508,2014-04-15T18:26:00Z,2014-08-02T21:50:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-pigeon cay-VR2W-126405-2016-10-15T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,126405,25.7265,-79.27508,2016-10-15T20:55:00Z,2017-05-05T02:12:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_pigeon cay,1,1,NOT GIVEN 
v2lbbfsf-Plane Wreck-VR2W-104674-2017-11-02T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,104674,25.69425,-79.28177,2017-11-03T00:38:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_Plane Wreck,1,1,NOT GIVEN 
v2lbbfsf-Plane Wreck-VR2W-127560-2017-05-05T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,127560,25.69425,-79.28177,2017-05-05T23:02:00Z,2017-11-03T00:37:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Plane Wreck,1,1,NOT GIVEN 
v2lbbfsf-Plane Wreck-VR2W-129289-2016-10-12T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,129289,25.69425,-79.28177,2016-10-12T18:25:00Z,2017-05-04T16:43:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Plane Wreck,1,1,NOT GIVEN 
v2lbbfsf-Plane Wreck-VR2W-129290-2016-05-09T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,129290,25.69425,-79.28177,2016-05-10T00:58:00Z,2016-06-02T22:28:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Plane Wreck,1,1,NOT GIVEN 
v2lbbfsf-Plane Wreck-VR2W-129290-2016-06-02T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,129290,25.69425,-79.28177,2016-06-02T22:32:00Z,2016-10-02T18:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Plane Wreck,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-104667-2014-04-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,104667,25.70446,-79.25301,2014-04-15T19:55:00Z,2014-07-24T18:50:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-112608-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.70446,-79.25301,2016-01-10T19:35:00Z,2016-06-23T18:07:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-112608-2016-06-23T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.70446,-79.25301,2016-06-23T18:17:00Z,2016-10-02T18:59:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-124085-2016-10-19T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124085,25.70446,-79.25301,2016-10-19T19:56:00Z,2017-05-05T00:12:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-124085-2017-05-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,124085,25.70446,-79.25301,2017-05-05T00:20:00Z,2017-11-03T19:17:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-124096-2014-07-24T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,124096,25.70446,-79.25301,2014-07-24T18:50:00Z,2015-02-20T20:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-126412-2015-02-20T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,126412,25.70446,-79.25301,2015-02-20T20:18:00Z,2015-07-06T23:21:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 1-VR2W-126412-2015-07-07T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,126412,25.70446,-79.25301,2015-07-07T22:22:00Z,2016-01-09T18:40:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 1,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-102609-2016-10-16T08,V2LBBFSF,OTN-Global,VEMCO,VR2W,102609,25.70908,-79.26305,2016-10-16T16:57:00Z,2017-05-04T23:58:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-102609-2017-05-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,102609,25.70908,-79.26305,2017-05-05T00:05:00Z,2017-11-03T19:03:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-104672-2014-04-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.70908,-79.26305,2014-04-15T19:35:00Z,2014-07-24T19:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-106807-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,106807,25.70908,-79.26305,2016-01-10T19:43:00Z,2016-06-23T18:23:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-106807-2016-06-23T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,106807,25.70908,-79.26305,2016-06-23T18:35:00Z,2016-10-02T19:06:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
JDF020-VR3-UWM-261-772,JDF,nep,VEMCO,VR3-UWM,261,48.2754,-124.04618,2006-10-23T05:48:00Z,,JDF,ManmadePlatform,JDF_JDF020,179.2,154.2,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-124098-2014-07-24T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124098,25.70908,-79.26305,2014-07-24T19:16:00Z,2015-02-20T20:33:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-126407-2015-02-20T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,126407,25.70908,-79.26305,2015-02-20T20:34:00Z,2015-07-06T23:36:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-sharkland-VR2W-115407-2015-02-20T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,115407,25.72249,-79.27496,2015-02-20T21:03:00Z,2015-07-07T00:28:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_sharkland,1,1,NOT GIVEN 
v2lbbfsf-radio channel 2-VR2W-126407-2015-07-07T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,126407,25.70908,-79.26305,2015-07-07T22:31:00Z,2016-01-09T18:47:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 2,1,1,NOT GIVEN 
v2lbbfsf-Tigtanic-VR2W-125016-2016-10-02T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,125016,25.66594,-79.25105,2016-10-02T19:10:00Z,2017-05-23T18:48:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Tigtanic,2,2,NOT GIVEN 
v2lbbfsf-radio channel 3-VR2W-102307-2014-04-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,102307,25.71104,-79.27592,2014-04-15T19:08:00Z,2014-08-02T22:23:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_radio channel 3,1,1,NOT GIVEN 
