platform_reference_id,platform_project_reference,datacenter_reference,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,degrees_north,degrees_east
Huntington Island North 2,IFS3,OTN-Global,Underwater mooring,60,Huntington Island North 2,53.8293,-56.9657
Huntington Island South 1,IFS3,OTN-Global,Underwater mooring,23,Huntington Island South 1,53.7374,-56.9613
Huntington Island South 2,IFS3,OTN-Global,Underwater mooring,135.26,Huntington Island South 2,53.7432,-56.9596
Huntington Island South 3,IFS3,OTN-Global,Underwater mooring,27,Huntington Island South 3,53.7603,-56.8341
Huntington Island South 4,IFS3,OTN-Global,Underwater mooring,50,Huntington Island South 4,53.7652,-56.8517
Huntington Island West,IFS3,OTN-Global,Underwater mooring,30,Huntington Island West,53.8087,-57.0131
Long Stretch 1,IFS3,OTN-Global,Underwater mooring,34,Long Stretch 1,53.6314,-57.1244
Long Stretch 2,IFS3,OTN-Global,Underwater mooring,40,Long Stretch 2,53.6392,-57.1166
Main Tickle 1,IFS3,OTN-Global,Underwater mooring,20,Main Tickle 1,53.7253,-57.1288
Main Tickle 2,IFS3,OTN-Global,Underwater mooring,30,Main Tickle 2,53.7182,-57.126
Main Tickle 3,IFS3,OTN-Global,Underwater mooring,22,Main Tickle 3,53.7103,-57.1276
Middle bay,IFS3,OTN-Global,Underwater mooring,82,Middle bay,53.6314,-57.2353
North Bay,IFS3,OTN-Global,Underwater mooring,20,North Bay,53.6864,-57.2454
North River,IFS3,OTN-Global,Underwater mooring,15,North River,53.7547,-57.0805
Packs Harbor East,IFS3,OTN-Global,Underwater mooring,60,Packs Harbor East,53.8556,-56.9994
Packs Harbor west,IFS3,OTN-Global,Underwater mooring,40,Packs Harbor west,53.8515,-56.9758
Paradise River,IFS3,OTN-Global,Underwater mooring,135.26,Paradise River,53.4639,-57.3005
Pond 1,IFS3,OTN-Global,Underwater mooring,3,Pond 1,53.5854,-56.9804
Pond 10,IFS3,OTN-Global,Underwater mooring,8.7,Pond 10,53.6126,-56.7619
Pond 2,IFS3,OTN-Global,Underwater mooring,10.3,Pond 2,53.5926,-56.9529
Pond 3,IFS3,OTN-Global,Underwater mooring,17.3,Pond 3,53.6018,-56.9308
Pond 4,IFS3,OTN-Global,Underwater mooring,18,Pond 4,53.6145,-56.9031
Pond 5,IFS3,OTN-Global,Underwater mooring,13,Pond 5,53.6222,-56.8437
Pond 6,IFS3,OTN-Global,Underwater mooring,15.5,Pond 6,53.6217,-56.879
Pond 7,IFS3,OTN-Global,Underwater mooring,8,Pond 7,53.6144,-56.8137
Pond 8,IFS3,OTN-Global,Underwater mooring,22.7,Pond 8,53.605,-56.7953
Pond 9,IFS3,OTN-Global,Underwater mooring,11.7,Pond 9,53.6051,-56.7692
River/counting fence,IFS3,OTN-Global,Underwater mooring,2,River/counting fence,53.6167,-57.0376
River mouth 1,IFS3,OTN-Global,Underwater mooring,135.26,River mouth 1,53.6367,-57.0858
River mouth 2,IFS3,OTN-Global,Underwater mooring,135.26,River mouth 2,53.6408,-57.0777
Saddle Island,IFS3,OTN-Global,Underwater mooring,53,Saddle Island,53.5412,-57.277
Separation point 1,IFS3,OTN-Global,Underwater mooring,25,Separation point 1,53.6476,-57.3569
Separation point 2,IFS3,OTN-Global,Underwater mooring,20,Separation point 2,53.6336,-57.3546
Separation point 3,IFS3,OTN-Global,Underwater mooring,135.26,Separation point 3,53.6199,-57.3527
Southeast Point,IFS3,OTN-Global,Underwater mooring,35,Southeast Point,53.5716,-57.1558
The Narrows 1,IFS3,OTN-Global,Underwater mooring,135.26,The Narrows 1,53.6632,-57.0747
The Narrows 2,IFS3,OTN-Global,Underwater mooring,135.26,The Narrows 2,53.6846,-57.0582
The Narrows 3,IFS3,OTN-Global,Underwater mooring,135.26,The Narrows 3,53.7132,-57.0316
CHARCRUN01,IOA,OTN-Global,Underwater mooring,20,CHARCRUN01,-20.7833,55.4217
CHARCRUN02,IOA,OTN-Global,Underwater mooring,20,CHARCRUN02,-20.825,55.55
CHARCRUN03,IOA,OTN-Global,Underwater mooring,20,CHARCRUN03,-20.8267,55.6433
CHARCRUN04,IOA,OTN-Global,Underwater mooring,20,CHARCRUN04,-20.9067,55.1633
CHARCRUN05,IOA,OTN-Global,Underwater mooring,20,CHARCRUN05,-20.9433,55.2067
CHARCRUN06,IOA,OTN-Global,Underwater mooring,20,CHARCRUN06,-20.9683,55.7633
CHARCRUN07,IOA,OTN-Global,Underwater mooring,20,CHARCRUN07,-21.0024,55.154
CHARCRUN08,IOA,OTN-Global,Underwater mooring,20,CHARCRUN08,-21.0167,55.1733
CHARCRUN09,IOA,OTN-Global,Underwater mooring,20,CHARCRUN09,-21.0276,55.1897
CHARCRUN10,IOA,OTN-Global,Underwater mooring,20,CHARCRUN10,-21.0487,55.1708
CHARCRUN11,IOA,OTN-Global,Underwater mooring,20,CHARCRUN11,-21.05,55.0717
CHARCRUN12,IOA,OTN-Global,Underwater mooring,20,CHARCRUN12,-21.05,55.7767
CHARCRUN13,IOA,OTN-Global,Underwater mooring,20,CHARCRUN13,-21.0611,55.1869
CHARCRUN14,IOA,OTN-Global,Underwater mooring,20,CHARCRUN14,-21.2033,55.8883
CHARCRUN15,IOA,OTN-Global,Underwater mooring,20,CHARCRUN15,-21.3417,55.2183
CHARCRUN16,IOA,OTN-Global,Underwater mooring,20,CHARCRUN16,-21.3767,55.325
CHARCRUN17,IOA,OTN-Global,Underwater mooring,20,CHARCRUN17,-21.41,55.7767
CHARCRUN18,IOA,OTN-Global,Underwater mooring,20,CHARCRUN18,-21.4383,55.4333
CHARCRUN19,IOA,OTN-Global,Underwater mooring,20,CHARCRUN19,-21.4583,55.655
CHARCRUN20,IOA,OTN-Global,Underwater mooring,20,CHARCRUN20,-21.4667,55.5017
RUNANTEA1,IOA,OTN-Global,Underwater mooring,500,RUNANTEA1,-20.9406,55.21
RUNANTEA10,IOA,OTN-Global,Underwater mooring,50,RUNANTEA10,-21.2869,55.8092
RUNANTEA11,IOA,OTN-Global,Underwater mooring,65,RUNANTEA11,-21.3555,55.4464
RUNANTEA12,IOA,OTN-Global,Underwater mooring,1000,RUNANTEA12,-21.4344,55.5597
RUNANTEA13,IOA,OTN-Global,Underwater mooring,650,RUNANTEA13,-21.1496,55.1696
RUNANTEA14,IOA,OTN-Global,Underwater mooring,450,RUNANTEA14,-21.1692,55.242
RUNANTEA15,IOA,OTN-Global,Underwater mooring,950,RUNANTEA15,-21.3593,55.3544
RUNANTEA16,IOA,OTN-Global,Underwater mooring,67,RUNANTEA16,-20.9886,55.2153
RUNANTEA17,IOA,OTN-Global,Underwater mooring,64.5,RUNANTEA17,-20.9969,55.1739
RUNANTEA2,IOA,OTN-Global,Underwater mooring,650,RUNANTEA2,-20.8914,55.1661
RUNANTEA3,IOA,OTN-Global,Underwater mooring,1900,RUNANTEA3,-20.7634,55.2929
RUNANTEA4,IOA,OTN-Global,Underwater mooring,17,RUNANTEA4,-20.8837,55.541
RUNANTEA5,IOA,OTN-Global,Underwater mooring,22,RUNANTEA5,-20.9111,55.6567
RUNANTEA6,IOA,OTN-Global,Underwater mooring,18,RUNANTEA6,-20.9612,55.6998
RUNANTEA7,IOA,OTN-Global,Underwater mooring,22,RUNANTEA7,-21.0189,55.7163
RUNANTEA8,IOA,OTN-Global,Underwater mooring,18,RUNANTEA8,-21.1238,55.7876
RUNANTEA9,IOA,OTN-Global,Underwater mooring,40,RUNANTEA9,-21.1908,55.8332
CHARCRUN21,IOA,OTN-Global,Underwater mooring,55,CHARCRUN21,-21.01824,55.21427
CHARCRUN22,IOA,OTN-Global,Underwater mooring,135.26,CHARCRUN22,-20.998053,55.268969
CHARCRUN23,IOA,OTN-Global,Underwater mooring,135.26,CHARCRUN23,-21.262607,55.315752
CM-BSSG,IOA,OTN-Global,Underwater mooring,65.2,CM-BSSG,-20.9972,55.1769
CM-LCLH,IOA,OTN-Global,Underwater mooring,60,CM-LCLH,-20.9915,55.2141
CM-LSGS,IOA,OTN-Global,Underwater mooring,60,CM-LSGS,-21.0669,55.1936
JBC-BAY BULLS 1,JBC,OTN-Global,Underwater mooring,30,JBC-BAY BULLS 1,47.30265,-52.78948
JBC-SMITH POINT SMITH SOUND 4,JBC,OTN-Global,Underwater mooring,60,JBC-SMITH POINT SMITH SOUND 4,48.1836,-53.85277
JBC-BAY BULLS 7,JBC,OTN-Global,Underwater mooring,100,JBC-BAY BULLS 7,47.28425,-52.74382
JBC-CHANGE ISLAND EAST 1,JBC,OTN-Global,Underwater mooring,67,JBC-CHANGE ISLAND EAST 1,49.65135,-54.35033
JBC-BURN POINT SMITH SND 1,JBC,OTN-Global,Underwater mooring,220,JBC-BURN POINT SMITH SND 1,48.17047,-53.63962
JBC-FOGO 2,JBC,OTN-Global,Underwater mooring,150,JBC-FOGO 2,49.79607,-54.28438
JBC-MELROSE 1,JBC,OTN-Global,Underwater mooring,64,JBC-MELROSE 1,48.45883,-53.0371
JBC-BONAVISTA 11,JBC,OTN-Global,Underwater mooring,65,JBC-BONAVISTA 11,48.70555,-53.0805
JBC-TRITON HARBOUR 1,JBC,OTN-Global,Underwater mooring,18,JBC-TRITON HARBOUR 1,49.53703,-55.60035
JBC-BONAVISTA 12,JBC,OTN-Global,Underwater mooring,65,JBC-BONAVISTA 12,48.72783,-53.05853
JBC-TRITON NEWMANS BANK 2,JBC,OTN-Global,Underwater mooring,104,JBC-TRITON NEWMANS BANK 2,49.59677,-55.57083
JBC-CHANGE ISLAND WEST 1,JBC,OTN-Global,Underwater mooring,44,JBC-CHANGE ISLAND WEST 1,49.58183,-54.4288
JBC-BAY BULLS 2,JBC,OTN-Global,Underwater mooring,30,JBC-BAY BULLS 2,47.30528,-52.78858
JBC-CHANGE ISLAND WEST 2,JBC,OTN-Global,Underwater mooring,55,JBC-CHANGE ISLAND WEST 2,49.58228,-54.44613
JBC-GREENS BIGHT SMITH SOUND 7,JBC,OTN-Global,Underwater mooring,190,JBC-GREENS BIGHT SMITH SOUND 7,48.18157,-53.74743
JBC-BAY BULLS 3,JBC,OTN-Global,Underwater mooring,80,JBC-BAY BULLS 3,47.29912,-52.76635
JBC-NORTH BLUFF HD SMITH SOUND 9,JBC,OTN-Global,Underwater mooring,165,JBC-NORTH BLUFF HD SMITH SOUND 9,48.18528,-53.77177
JBC-BAY BULLS 4,JBC,OTN-Global,Underwater mooring,80,JBC-BAY BULLS 4,47.28623,-52.76407
JBC-TRITON PARSON GROUND 4,JBC,OTN-Global,Underwater mooring,71,JBC-TRITON PARSON GROUND 4,49.53203,-55.53345
JBC-BAY BULLS 6,JBC,OTN-Global,Underwater mooring,45,JBC-BAY BULLS 6,47.28782,-52.75867
JBC-BONAVISTA 5,JBC,OTN-Global,Underwater mooring,121,JBC-BONAVISTA 5,48.72968,-53.18282
JBC-BONAVISTA 4,JBC,OTN-Global,Underwater mooring,93,JBC-BONAVISTA 4,48.72097,-53.161
JBC-BONAVISTA 7,JBC,OTN-Global,Underwater mooring,165,JBC-BONAVISTA 7,48.75082,-53.22515
JBC-BONAVISTA 2,JBC,OTN-Global,Underwater mooring,46,JBC-BONAVISTA 2,48.70087,-53.12167
JBC-BONAVISTA 3,JBC,OTN-Global,Underwater mooring,65,JBC-BONAVISTA 3,48.71022,-53.14085
JBC-BONAVISTA 10,JBC,OTN-Global,Underwater mooring,326,JBC-BONAVISTA 10,48.77803,-53.2586
JBC-EAST CHANGE ISLAND 1,JBC,OTN-Global,Underwater mooring,67,JBC-EAST CHANGE ISLAND 1,49.65135,-54.35033
JBC-EAST CHANGE ISLAND 2,JBC,OTN-Global,Underwater mooring,45,JBC-EAST CHANGE ISLAND 2,49.65138,-54.32687
JBC-EAST CHANGE ISLAND 3,JBC,OTN-Global,Underwater mooring,41,JBC-EAST CHANGE ISLAND 3,49.65168,-54.32673
JBC-SELDOM FOGO 1,JBC,OTN-Global,Underwater mooring,62,JBC-SELDOM FOGO 1,49.6346,-53.9896
JBC-LITTLE DENIER 1,JBC,OTN-Global,Underwater mooring,116,JBC-LITTLE DENIER 1,48.68267,-53.57917
JBC-LITTLE DENIER 2,JBC,OTN-Global,Underwater mooring,194,JBC-LITTLE DENIER 2,48.68133,-53.56533
JBC-GREENSPOND 2,JBC,OTN-Global,Underwater mooring,318,JBC-GREENSPOND 2,49.03888,-53.51525
JBC-GREENSPOND 4,JBC,OTN-Global,Underwater mooring,210,JBC-GREENSPOND 4,49.02537,-53.46652
JBC-GREENSPOND 5,JBC,OTN-Global,Underwater mooring,200,JBC-GREENSPOND 5,49.01867,-53.44195
JBC-WEST CHANGE ISLAND 1,JBC,OTN-Global,Underwater mooring,44,JBC-WEST CHANGE ISLAND 1,49.58183,-54.4288
JBC-WEST CHANGE ISLAND 2,JBC,OTN-Global,Underwater mooring,55,JBC-WEST CHANGE ISLAND 2,49.58228,-54.44613
JBC-TWILLINGATE 4,JBC,OTN-Global,Underwater mooring,180,JBC-TWILLINGATE 4,49.74553,-54.8062
JBC-SMITH SOUND 2,JBC,OTN-Global,Underwater mooring,100,JBC-SMITH SOUND 2,48.19658,-53.5747
JBC-CAPE ST FRANCIS 1,JBC,OTN-Global,Underwater mooring,50,JBC-CAPE ST FRANCIS 1,47.81558,-52.79362
JBC-CAPE ST FRANCIS 2,JBC,OTN-Global,Underwater mooring,157,JBC-CAPE ST FRANCIS 2,47.82935,-52.79538
JBC-CAPE ST FRANCIS 3,JBC,OTN-Global,Underwater mooring,195,JBC-CAPE ST FRANCIS 3,47.84638,-52.79448
JBC-BROOM CLOSE HEAD 1,JBC,OTN-Global,Underwater mooring,74,JBC-BROOM CLOSE HEAD 1,48.6845,-53.6075
JBC-TICKLE COVE 1,JBC,OTN-Global,Underwater mooring,73,JBC-TICKLE COVE 1,48.5875,-53.50267
JBC-BONAVISTA 8,JBC,OTN-Global,Underwater mooring,286,JBC-BONAVISTA 8,48.76383,-53.2417
JBC-BONAVISTA 9,JBC,OTN-Global,Underwater mooring,325,JBC-BONAVISTA 9,48.7927,-53.2748
JBC-GREENSPOND 1,JBC,OTN-Global,Underwater mooring,195,JBC-GREENSPOND 1,49.04538,-53.53898
JBC-GREENSPOND 3,JBC,OTN-Global,Underwater mooring,205,JBC-GREENSPOND 3,49.03187,-53.49182
JBC-GREENSPOND 6,JBC,OTN-Global,Underwater mooring,198,JBC-GREENSPOND 6,49.01828,-53.44238
JBC-TWILLINGATE 1,JBC,OTN-Global,Underwater mooring,42,JBC-TWILLINGATE 1,49.69837,-54.7185
JBC-TWILLINGATE 2,JBC,OTN-Global,Underwater mooring,116,JBC-TWILLINGATE 2,49.71347,-54.79485
JBC-TWILLINGATE 3,JBC,OTN-Global,Underwater mooring,136,JBC-TWILLINGATE 3,49.72952,-54.80237
JBC-SWEET BAY 2,JBC,OTN-Global,Underwater mooring,113,JBC-SWEET BAY 2,48.53583,-53.63017
JBC-SWEET BAY 1,JBC,OTN-Global,Underwater mooring,94,JBC-SWEET BAY 1,48.50033,-53.6185
JBC-SOUTHERN BAY 1,JBC,OTN-Global,Underwater mooring,120,JBC-SOUTHERN BAY 1,48.47017,-53.55633
JBC-SOUTHERN BAY 2,JBC,OTN-Global,Underwater mooring,118,JBC-SOUTHERN BAY 2,48.4455,-53.59
JBC-CAPE ST JOHN 2,JBC,OTN-Global,Underwater mooring,85,JBC-CAPE ST JOHN 2,50.0205,-55.54938
JBC-EAST BACCALIEU 1,JBC,OTN-Global,Underwater mooring,59,JBC-EAST BACCALIEU 1,48.16022,-52.78692
JBC-CAPE ST JOHN 3,JBC,OTN-Global,Underwater mooring,124,JBC-CAPE ST JOHN 3,50.03427,-55.56373
JBC-EAST BACCALIEU 2,JBC,OTN-Global,Underwater mooring,138,JBC-EAST BACCALIEU 2,48.1653,-52.77643
JBC-NORTH PETTY HARBOUR 1,JBC,OTN-Global,Underwater mooring,95,JBC-NORTH PETTY HARBOUR 1,47.46558,-52.63187
JBC-NORTH PETTY HARBOUR 2,JBC,OTN-Global,Underwater mooring,155,JBC-NORTH PETTY HARBOUR 2,47.4724,-52.61507
JBC-TICKLE COVE 2,JBC,OTN-Global,Underwater mooring,85,JBC-TICKLE COVE 2,48.58683,-53.51383
JBC-BACCALIEU TICKLE 1,JBC,OTN-Global,Underwater mooring,110,JBC-BACCALIEU TICKLE 1,48.09813,-52.8375
JBC-BACCALIEU TICKLE 2,JBC,OTN-Global,Underwater mooring,124,JBC-BACCALIEU TICKLE 2,48.10173,-52.82172
JBC-BONAVENTURE HEAD 1,JBC,OTN-Global,Underwater mooring,88,JBC-BONAVENTURE HEAD 1,48.26467,-53.39282
JBC-SOUTH PETTY HARBOUR 2,JBC,OTN-Global,Underwater mooring,165,JBC-SOUTH PETTY HARBOUR 2,47.42857,-52.61767
JBC-SOUTH PETTY HARBOUR 1,JBC,OTN-Global,Underwater mooring,91,JBC-SOUTH PETTY HARBOUR 1,47.44122,-52.64367
JBC-LUMSDEN 3,JBC,OTN-Global,Underwater mooring,27,JBC-LUMSDEN 3,49.32,-53.55067
JBC-LUMSDEN 1,JBC,OTN-Global,Underwater mooring,35,JBC-LUMSDEN 1,49.32172,-53.54523
JBC-LUMSDEN 2,JBC,OTN-Global,Underwater mooring,35,JBC-LUMSDEN 2,49.32457,-53.55645
JBC-OUTER BACCALIEU 1,JBC,OTN-Global,Underwater mooring,94,JBC-OUTER BACCALIEU 1,48.16005,-52.78637
JBC-OUTER BACCALIEU 2,JBC,OTN-Global,Underwater mooring,132,JBC-OUTER BACCALIEU 2,48.09622,-52.83473
JBC-CAPE BROYLE 1,JBC,OTN-Global,Underwater mooring,108,JBC-CAPE BROYLE 1,47.0628,-52.8416
JBC-CAPE BROYLE 2,JBC,OTN-Global,Underwater mooring,126,JBC-CAPE BROYLE 2,47.06158,-52.82482
JBC-CAPE BROYLE 3,JBC,OTN-Global,Underwater mooring,155,JBC-CAPE BROYLE 3,47.0628,-52.8416
JBC-EAST RANDOM HEAD 2,JBC,OTN-Global,Underwater mooring,193,JBC-EAST RANDOM HEAD 2,48.08045,-53.54435
JBC-SOUTH PETTY HARBOUR 3,JBC,OTN-Global,Underwater mooring,86,JBC-SOUTH PETTY HARBOUR 3,47.42198,-52.6601
JBC-SELDOM FOGO 2,JBC,OTN-Global,Underwater mooring,59,JBC-SELDOM FOGO 2,49.6237,-53.98385
JBC-SELDOM FOGO 3,JBC,OTN-Global,Underwater mooring,77,JBC-SELDOM FOGO 3,49.61303,-53.97687
JBC-SELDOM FOGO 4,JBC,OTN-Global,Underwater mooring,51,JBC-SELDOM FOGO 4,49.64308,-53.99462
JBC-NW ARM 1,JBC,OTN-Global,Underwater mooring,129,JBC-NW ARM 1,48.09083,-53.7217
JBC-MELROSE 2,JBC,OTN-Global,Underwater mooring,128,JBC-MELROSE 2,48.44615,-53.01478
JBC-CAPE ST JOHN 4,JBC,OTN-Global,Underwater mooring,148,JBC-CAPE ST JOHN 4,50.0485,-55.5768
JBC-CAPE ST JOHN 5,JBC,OTN-Global,Underwater mooring,161,JBC-CAPE ST JOHN 5,50.06195,-55.5916
JBC-SMITH SOUND 4,JBC,OTN-Global,Underwater mooring,60,JBC-SMITH SOUND 4,48.1836,-53.85277
JBC-CAPE ST JOHN 6,JBC,OTN-Global,Underwater mooring,193,JBC-CAPE ST JOHN 6,50.07608,-55.60353
JBC-HANTS HARBOUR 1,JBC,OTN-Global,Underwater mooring,82,JBC-HANTS HARBOUR 1,47.98398,-53.33605
JBC-SMITH SOUND 3,JBC,OTN-Global,Underwater mooring,85,JBC-SMITH SOUND 3,48.20158,-53.58132
JBC-WEST GOOSEBERRY SMITH SND 2b,JBC,OTN-Global,Underwater mooring,169,JBC-WEST GOOSEBERRY SMITH SND 2b,48.18215,-53.60697
JBC-NW ARM 2,JBC,OTN-Global,Underwater mooring,96,JBC-NW ARM 2,48.09153,-53.69583
JBC-SMITH SOUND 1,JBC,OTN-Global,Underwater mooring,220,JBC-SMITH SOUND 1,48.17047,-53.63962
JBC-SMITH SOUND 9,JBC,OTN-Global,Underwater mooring,165,JBC-SMITH SOUND 9,48.18528,-53.77177
JBC-FOGO 1,JBC,OTN-Global,Underwater mooring,56,JBC-FOGO 1,49.7479,-54.2661
JBC-BELLEVUE 1,JBC,OTN-Global,Underwater mooring,61,JBC-BELLEVUE 1,47.70403,-53.69993
JBC-BELLEVUE 2,JBC,OTN-Global,Underwater mooring,73,JBC-BELLEVUE 2,47.71693,-53.69087
JBC-BELLEVUE 3,JBC,OTN-Global,Underwater mooring,145,JBC-BELLEVUE 3,47.7285,-53.69003
JBC-BELLEVUE 4,JBC,OTN-Global,Underwater mooring,222,JBC-BELLEVUE 4,47.7432,-53.68885
JBC-EAST RANDOM HEAD 1,JBC,OTN-Global,Underwater mooring,175,JBC-EAST RANDOM HEAD 1,48.08862,-53.5423
JBC-SMITH SOUND 5,JBC,OTN-Global,Underwater mooring,144,JBC-SMITH SOUND 5,48.18155,-53.79685
JBC-NEWMAN SOUND 1,JBC,OTN-Global,Underwater mooring,65,JBC-NEWMAN SOUND 1,48.6122,-53.7235
JBC-NEWMAN SOUND 2,JBC,OTN-Global,Underwater mooring,80,JBC-NEWMAN SOUND 2,48.63318,-53.71527
JBC-BONAVISTA 6,JBC,OTN-Global,Underwater mooring,133,JBC-BONAVISTA 6,48.73932,-53.20425
JBC-BONAVENTURE HEAD 2,JBC,OTN-Global,Underwater mooring,245,JBC-BONAVENTURE HEAD 2,48.2434,-53.37088
JBC-BONAVENTURE HEAD 3,JBC,OTN-Global,Underwater mooring,117,JBC-BONAVENTURE HEAD 3,48.25108,-53.38245
JBC-SW ARM 2,JBC,OTN-Global,Underwater mooring,274,JBC-SW ARM 2,48.0315,-53.72653
JBC-SW ARM 1,JBC,OTN-Global,Underwater mooring,205,JBC-SW ARM 1,48.01828,-53.74892
JBC-BONAVISTA 1,JBC,OTN-Global,Underwater mooring,21,JBC-BONAVISTA 1,48.69693,-53.11343
JBC-CHANDLER REACH 2,JBC,OTN-Global,Underwater mooring,56,JBC-CHANDLER REACH 2,48.50967,-53.76433
JBC-CHANDLER REACH 1,JBC,OTN-Global,Underwater mooring,24,JBC-CHANDLER REACH 1,48.4795,-53.7935
JBC-HANTS HARBOUR 2,JBC,OTN-Global,Underwater mooring,86,JBC-HANTS HARBOUR 2,47.98173,-53.33725
JBC-MELROSE 3,JBC,OTN-Global,Underwater mooring,181,JBC-MELROSE 3,48.43365,-52.9963
JBC-MELROSE 4,JBC,OTN-Global,Underwater mooring,220,JBC-MELROSE 4,48.42267,-52.97772
JBC-GRATES COVE 1,JBC,OTN-Global,Underwater mooring,91,JBC-GRATES COVE 1,48.17767,-52.95077
JBC-GRATES COVE 2,JBC,OTN-Global,Underwater mooring,337,JBC-GRATES COVE 2,48.1886,-52.96877
JBC-SMITH SOUND 10,JBC,OTN-Global,Underwater mooring,218,JBC-SMITH SOUND 10,48.16293,-53.67192
JBC-SMITH SOUND 7,JBC,OTN-Global,Underwater mooring,190,JBC-SMITH SOUND 7,48.18157,-53.74743
JBC-SMITH SOUND 8,JBC,OTN-Global,Underwater mooring,206,JBC-SMITH SOUND 8,48.15663,-53.71192
JBC-SMITH SOUND 6,JBC,OTN-Global,Underwater mooring,160,JBC-SMITH SOUND 6,48.16427,-53.7396
JBC-BAY BULLS CAGE SITE 1,JBC,OTN-Global,Underwater mooring,23,JBC-BAY BULLS CAGE SITE 1,47.31153,-52.80528
JBC-BAY BULLS CAGE SITE 3,JBC,OTN-Global,Underwater mooring,23,JBC-BAY BULLS CAGE SITE 3,47.3094,-52.80107
JBC-BAY BULLS 5,JBC,OTN-Global,Underwater mooring,80,JBC-BAY BULLS 5,47.30603,-52.76002
JBC-TRITON SOUTHERN HEAD 3,JBC,OTN-Global,Underwater mooring,73,JBC-TRITON SOUTHERN HEAD 3,49.56782,-55.54975
JBC-BAY BULLS CAGE SITE 1B,JBC,OTN-Global,Underwater mooring,22,JBC-BAY BULLS CAGE SITE 1B,47.31153,-52.80528
JBC-BAY BULLS CAGE SITE 4,JBC,OTN-Global,Underwater mooring,23,JBC-BAY BULLS CAGE SITE 4,47.31072,-52.8026
JBC-BAY BULLS CAGE SITE 2,JBC,OTN-Global,Underwater mooring,23,JBC-BAY BULLS CAGE SITE 2,47.30977,-52.80508
JBC-WARWICK HBR SMITH SND 3,JBC,OTN-Global,Underwater mooring,85,JBC-WARWICK HBR SMITH SND 3,48.20158,-53.58132
JBC-BELL ISLAND CONCEPTION BAY 1,JBC,OTN-Global,Underwater mooring,23,JBC-BELL ISLAND CONCEPTION BAY 1,47.65707,-52.90443
JBC-BELL ISLAND CONCEPTION BAY 3,JBC,OTN-Global,Underwater mooring,170,JBC-BELL ISLAND CONCEPTION BAY 3,47.65672,-52.87213
JBC-ASPEN COVE SMITH SOUND  6,JBC,OTN-Global,Underwater mooring,160,JBC-ASPEN COVE SMITH SOUND  6,48.16427,-53.7396
JBC-BELL ISLAND CONCEPTION BAY 2,JBC,OTN-Global,Underwater mooring,110,JBC-BELL ISLAND CONCEPTION BAY 2,47.65698,-52.88857
JBC-BELL ISLAND CONCEPTION BAY 4,JBC,OTN-Global,Underwater mooring,113,JBC-BELL ISLAND CONCEPTION BAY 4,47.65675,-52.85678
JBC-GOOSEBERRY ISL SMITH SND 2,JBC,OTN-Global,Underwater mooring,100,JBC-GOOSEBERRY ISL SMITH SND 2,48.19658,-53.5747
JBC-SALMON COVE CONCEPTION BAY 1,JBC,OTN-Global,Underwater mooring,32,JBC-SALMON COVE CONCEPTION BAY 1,47.77373,-53.1365
JBC-SALMON COVE CONCEPTION BAY 2,JBC,OTN-Global,Underwater mooring,85,JBC-SALMON COVE CONCEPTION BAY 2,47.77393,-53.10497
JBC-WEST BLUFF HEAD SMITH SOUND 5,JBC,OTN-Global,Underwater mooring,144,JBC-WEST BLUFF HEAD SMITH SOUND 5,48.18155,-53.79685
JBC-CAPE ST FRANCIS 4,JBC,OTN-Global,Underwater mooring,210,JBC-CAPE ST FRANCIS 4,47.86252,-52.7951
JBC-BURGOYNES COVE SMITH SOUND 8,JBC,OTN-Global,Underwater mooring,206,JBC-BURGOYNES COVE SMITH SOUND 8,48.15663,-53.71192
JBC-CAPE ST JOHN 1,JBC,OTN-Global,Underwater mooring,78,JBC-CAPE ST JOHN 1,50.00982,-55.53778
JBC-SALMON COVE CONCEPTION BAY 3,JBC,OTN-Global,Underwater mooring,85,JBC-SALMON COVE CONCEPTION BAY 3,47.77393,-53.10497
JBC-FOGO 3,JBC,OTN-Global,Underwater mooring,73,JBC-FOGO 3,49.76173,-54.2636
JBC-CHANGE ISLAND EAST 2,JBC,OTN-Global,Underwater mooring,45,JBC-CHANGE ISLAND EAST 2,49.65138,-54.32687
JBC-E LANCE CVE HD SMITH SOUND 10,JBC,OTN-Global,Underwater mooring,218,JBC-E LANCE CVE HD SMITH SOUND 10,48.16293,-53.67192
ASA02_2012,JDE,OTN-Global,Underwater mooring,135.26,ASA02_2012,47.3945,-70.1904
ASA03_2012,JDE,OTN-Global,Underwater mooring,135.26,ASA03_2012,47.3498,-70.1734
CHN02_2012,JDE,OTN-Global,Underwater mooring,135.26,CHN02_2012,47.0882,-70.6946
MON17_2012,JDE,OTN-Global,Underwater mooring,135.26,MON17_2012,47.0644,-70.5943
CHN03_2012,JDE,OTN-Global,Underwater mooring,135.26,CHN03_2012,47.1323,-70.658
MON14_2012,JDE,OTN-Global,Underwater mooring,135.26,MON14_2012,47.0219,-70.6182
CHN05_2012,JDE,OTN-Global,Underwater mooring,135.26,CHN05_2012,47.3467,-70.5112
GEN08_2012,JDE,OTN-Global,Underwater mooring,135.26,GEN08_2012,46.4055,-72.3699
GEN14_2012,JDE,OTN-Global,Underwater mooring,135.26,GEN14_2012,46.4229,-72.3068
